cid,iupac_name,pubchem_inchikey,rdkit_inchikey,canonical_smiles,isomeric_smiles,formula,pubchem_molecular_weight,rdkit_molecular_weight,exact_mass,charge,heavy_atom_count,isotope_atom_count,covalent_unit_count,elements,xlogp,tpsa,h_bond_donor_count,h_bond_acceptor_count,rotatable_bond_count,source
3006,"[2-(9-fluoro-11,17-dihydroxy-10,13,16-trimethyl-3-oxo-6,7,8,11,12,14,15,16-octahydrocyclopenta[a]phenanthren-17-yl)-2-oxoethyl] phosphate",VQODGRNSFPNSQE-UHFFFAOYSA-L,VQODGRNSFPNSQE-UHFFFAOYSA-L,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)COP(=O)([O-])[O-],,C22H28FO8P-2,470.4,470.43,470.15058301,-2,32,0,1,C;F;H;O;P,-0.1,147,2,9,3,PubChem
3007,1-phenylpropan-2-amine,KWTSXDURSIMDCE-UHFFFAOYSA-N,KWTSXDURSIMDCE-UHFFFAOYSA-N,CC(N)Cc1ccccc1,,C9H13N,135.21,135.21,135.104799419,0,10,0,1,C;H;N,1.8,26,1,1,2,PubChem
3008,"4-methoxy-17-methyl-17-azatetracyclo[7.5.3.01,10.02,7]heptadeca-2(7),3,5-triene",MKXZASYAUGDDCJ-UHFFFAOYSA-N,MKXZASYAUGDDCJ-UHFFFAOYSA-N,COc1ccc2c(c1)C13CCCCC1C(C2)N(C)CC3,,C18H25NO,271.4,271.404,271.193614421,0,20,0,1,C;H;N;O,3.4,12.5,0,2,1,PubChem
3009,"2,5-diamino-2-(difluoromethyl)pentanoic acid",VLCYCQAOQCDTCN-UHFFFAOYSA-N,VLCYCQAOQCDTCN-UHFFFAOYSA-N,NCCCC(N)(C(=O)O)C(F)F,,C6H12F2N2O2,182.17,182.17,182.08668395,0,12,0,1,C;F;H;N;O,-2.9,89.3,3,6,5,PubChem
3010,[6-(decylamino)-1H-indol-4-yl]methanol,CHLOVPDKABYEDC-UHFFFAOYSA-N,CHLOVPDKABYEDC-UHFFFAOYSA-N,CCCCCCCCCCNc1cc(CO)c2cc[nH]c2c1,,C19H30N2O,302.5,302.462,302.235813585,0,22,0,1,C;H;N;O,5.6,48.1,3,2,11,PubChem
3011,"icosa-8,11,14-trienoic acid",HOBAELRKJCKHQD-UHFFFAOYSA-N,HOBAELRKJCKHQD-UHFFFAOYSA-N,CCCCCC=CCC=CCC=CCCCCCCC(=O)O,,C20H34O2,306.5,306.49,306.255880323,0,22,0,1,C;H;O,7.2,37.3,1,2,15,PubChem
3012,"6-[2-[4-[(4-fluorophenyl)-phenylmethylidene]piperidin-1-yl]ethyl]-7-methyl-[1,3]thiazolo[3,2-a]pyrimidin-5-one",MFVJXLPANKSLLD-UHFFFAOYSA-N,MFVJXLPANKSLLD-UHFFFAOYSA-N,Cc1nc2sccn2c(=O)c1CCN1CCC(=C(c2ccccc2)c2ccc(F)cc2)CC1,,C27H26FN3OS,459.6,459.59,459.17806180,0,33,0,1,C;F;H;N;O;S,5.1,61.2,0,5,5,PubChem
3014,tridecyl 2-(hydroxymethyl)-6-oxooxane-3-carboxylate,ZHKLVTNDBWGJNK-UHFFFAOYSA-N,ZHKLVTNDBWGJNK-UHFFFAOYSA-N,CCCCCCCCCCCCCOC(=O)C1CCC(=O)OC1CO,,C20H36O5,356.5,356.503,356.25627424,0,25,0,1,C;H;O,5.5,72.8,1,5,15,PubChem
3015,"15-acetyl-9-chloro-15-hydroxy-2,16-dimethylpentacyclo[9.7.0.02,8.03,5.012,16]octadeca-7,9-dien-6-one",DUSHUSLJJMDGTE-UHFFFAOYSA-N,DUSHUSLJJMDGTE-UHFFFAOYSA-N,CC(=O)C1(O)CCC2C3C=C(Cl)C4=CC(=O)C5CC5C4(C)C3CCC21C,,C22H27ClO3,374.9,374.908,374.1648724,0,26,0,1,C;Cl;H;O,3.1,54.4,1,3,1,PubChem
3016,"7-chloro-1-methyl-5-phenyl-3H-1,4-benzodiazepin-2-one",AAOVKJBEBIDNHE-UHFFFAOYSA-N,AAOVKJBEBIDNHE-UHFFFAOYSA-N,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,,C16H13ClN2O,284.74,284.746,284.0716407,0,20,0,1,C;Cl;H;N;O,3,32.7,0,2,1,PubChem
3017,diethoxy-(6-methyl-2-propan-2-ylpyrimidin-4-yl)oxy-sulfanylidene-lambda5-phosphane,FHIVAFMUCKRCQO-UHFFFAOYSA-N,FHIVAFMUCKRCQO-UHFFFAOYSA-N,CCOP(=S)(OCC)Oc1cc(C)nc(C(C)C)n1,,C12H21N2O3PS,304.35,304.352,304.10105071,0,19,0,1,C;H;N;O;P;S,3.8,85.6,0,6,7,PubChem
3018,"ethyl N-[2,5-dicyclopropyl-4-(ethoxycarbonylamino)-3,6-dioxocyclohexa-1,4-dien-1-yl]carbamate",FMFBZYJDTUPLBV-UHFFFAOYSA-N,FMFBZYJDTUPLBV-UHFFFAOYSA-N,CCOC(=O)NC1=C(C2CC2)C(=O)C(NC(=O)OCC)=C(C2CC2)C1=O,,C18H22N2O6,362.4,362.382,362.14778643,0,26,0,1,C;H;N;O,1.6,111,2,6,8,PubChem
3019,"7-chloro-3-methyl-4H-1lambda6,2,4-benzothiadiazine 1,1-dioxide",GDLBFKVLRPITMI-UHFFFAOYSA-N,GDLBFKVLRPITMI-UHFFFAOYSA-N,CC1=NS(=O)(=O)c2cc(Cl)ccc2N1,,C8H7ClN2O2S,230.67,230.676,229.9916763,0,14,0,1,C;Cl;H;N;O;S,1.2,66.9,1,3,0,PubChem
3021,"4-amino-2-[4,6-diamino-3-[3-amino-6-(aminomethyl)oxan-2-yl]oxy-2-hydroxycyclohexyl]oxy-6-(hydroxymethyl)oxane-3,5-diol",JJCQSGDBDPYCEO-UHFFFAOYSA-N,JJCQSGDBDPYCEO-UHFFFAOYSA-N,NCC1CCC(N)C(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)O1,,C18H37N5O8,451.5,451.521,451.26421316,0,31,0,1,C;H;N;O,-5.8,248,9,13,6,PubChem
3022,"dibenzofuran-4,6-dicarboxylic acid",HBBGSNOHAGNQRQ-UHFFFAOYSA-N,HBBGSNOHAGNQRQ-UHFFFAOYSA-N,O=C(O)c1cccc2c1oc1c(C(=O)O)cccc12,,C14H8O5,256.21,256.213,256.03717335,0,19,0,1,C;H;O,2.7,87.7,2,5,2,PubChem
3023,dibenzothiophene,IYYZUPMFVPLQIF-UHFFFAOYSA-N,IYYZUPMFVPLQIF-UHFFFAOYSA-N,c1ccc2c(c1)sc1ccccc12,,C12H8S,184.26,184.263,184.03467143,0,13,0,1,C;H;S,4.4,28.2,0,1,0,PubChem
3024,dibromomethane,FJBFPHVGVWTDIP-UHFFFAOYSA-N,FJBFPHVGVWTDIP-UHFFFAOYSA-N,BrCBr,,CH2Br2,173.83,173.835,173.85028,0,3,0,1,Br;C;H,1.8,0,0,0,0,PubChem
3025,2-butoxy-N-[2-(diethylamino)ethyl]quinoline-4-carboxamide,PUFQVTATUTYEAL-UHFFFAOYSA-N,PUFQVTATUTYEAL-UHFFFAOYSA-N,CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1,,C20H29N3O2,343.5,343.471,343.22597718,0,25,0,1,C;H;N;O,4.4,54.5,1,4,10,PubChem
3026,"dibutyl benzene-1,2-dicarboxylate",DOIRQSBPFJWKBE-UHFFFAOYSA-N,DOIRQSBPFJWKBE-UHFFFAOYSA-N,CCCCOC(=O)c1ccccc1C(=O)OCCCC,,C16H22O4,278.34,278.348,278.15180918,0,20,0,1,C;H;O,4.7,52.6,0,4,10,PubChem
3027,"[5-[2-(butanoylamino)-6-oxo-4,5-dihydro-1H-purin-9-yl]-2-oxido-2-oxo-3a,5,6,6a-tetrahydrofuro[2,3-d][1,3,2]dioxaphosphol-6-yl] butanoate",SKLBNWRKZDLESA-UHFFFAOYSA-M,SKLBNWRKZDLESA-UHFFFAOYSA-M,CCCC(=O)NC1=NC2C(N=CN2C2OC3OP(=O)([O-])OC3C2OC(=O)CCC)C(=O)N1,,C17H23N5O9P-,472.4,472.371,472.12333933,-1,32,0,1,C;H;N;O;P,-1.7,180,2,11,8,PubChem
3028,"[5-[2-(butanoylamino)-6-oxo-4,5-dihydro-1H-purin-9-yl]-2-hydroxy-2-oxo-3a,5,6,6a-tetrahydrofuro[2,3-d][1,3,2]dioxaphosphol-6-yl] butanoate",SKLBNWRKZDLESA-UHFFFAOYSA-N,SKLBNWRKZDLESA-UHFFFAOYSA-N,CCCC(=O)NC1=NC2C(N=CN2C2OC3OP(=O)(O)OC3C2OC(=O)CCC)C(=O)N1,,C17H24N5O9P,473.4,473.379,473.13116436,0,32,0,1,C;H;N;O;P,-1.7,177,3,11,8,PubChem
3029,"[6-[6-(butanoylamino)purin-9-yl]-2-oxido-2-oxo-4a,6,7,7a-tetrahydro-4H-furo[3,2-d][1,3,2]dioxaphosphinin-7-yl] butanoate",CJGYSWNGNKCJSB-UHFFFAOYSA-M,CJGYSWNGNKCJSB-UHFFFAOYSA-M,CCCC(=O)Nc1ncnc2c1ncn2C1OC2COP(=O)([O-])OC2C1OC(=O)CCC,,C18H23N5O8P-,468.4,468.383,468.12842471,-1,32,0,1,C;H;N;O;P,-0.6,167,1,11,8,PubChem
3030,"3,6-dichloro-2-methoxybenzoic acid",IWEDIXLBFLAXBO-UHFFFAOYSA-N,IWEDIXLBFLAXBO-UHFFFAOYSA-N,COc1c(Cl)ccc(Cl)c1C(=O)O,,C8H6Cl2O3,221.03,221.039,219.9693994,0,13,0,1,C;Cl;H;O,2.2,46.5,1,3,2,PubChem
3031,"2,6-dichlorobenzonitrile",YOYAIZYFCNQIRF-UHFFFAOYSA-N,YOYAIZYFCNQIRF-UHFFFAOYSA-N,N#Cc1c(Cl)cccc1Cl,,C7H3Cl2N,172.01,172.014,170.9642545,0,10,0,1,C;Cl;H;N,2.7,23.8,0,1,0,PubChem
3032,"2-[2-(2,6-dichloroanilino)phenyl]acetate",DCOPUUMXTXDBNB-UHFFFAOYSA-M,DCOPUUMXTXDBNB-UHFFFAOYSA-M,O=C([O-])Cc1ccccc1Nc1c(Cl)cccc1Cl,,C14H10Cl2NO2-,295.1,295.145,294.0088589,-1,19,0,1,C;Cl;H;N;O,5,52.2,1,3,3,PubChem
3033,"2-[2-(2,6-dichloroanilino)phenyl]acetic acid",DCOPUUMXTXDBNB-UHFFFAOYSA-N,DCOPUUMXTXDBNB-UHFFFAOYSA-N,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,,C14H11Cl2NO2,296.1,296.153,295.0166840,0,19,0,1,C;Cl;H;N;O,4.4,49.3,2,3,4,PubChem
3034,"3,5-diamino-6-chloro-N-[1-[(2,4-dichlorophenyl)methylamino]ethenyl]pyrazine-2-carboxamide",RHERTQVEKAWOCD-UHFFFAOYSA-N,RHERTQVEKAWOCD-UHFFFAOYSA-N,C=C(NCc1ccc(Cl)cc1Cl)NC(=O)c1nc(Cl)c(N)nc1N,,C14H13Cl3N6O,387.6,387.658,386.021642,0,24,0,1,C;Cl;H;N;O,4.2,119,4,6,5,PubChem
3035,"1-chloro-4-[2,2-dichloro-1-(4-chlorophenyl)ethenyl]benzene",UCNVFOCBFJOQAL-UHFFFAOYSA-N,UCNVFOCBFJOQAL-UHFFFAOYSA-N,ClC(Cl)=C(c1ccc(Cl)cc1)c1ccc(Cl)cc1,,C14H8Cl4,318.0,318.03,317.935061,0,18,0,1,C;Cl;H,7,0,0,0,2,PubChem
3036,"1-chloro-4-[2,2,2-trichloro-1-(4-chlorophenyl)ethyl]benzene",YVGGHNCTFXOJCH-UHFFFAOYSA-N,YVGGHNCTFXOJCH-UHFFFAOYSA-N,Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1,,C14H9Cl5,354.5,354.491,353.911739,0,19,0,1,C;Cl;H,6.9,0,0,0,2,PubChem
3037,4-chloro-2-[(5-chloro-2-hydroxyphenyl)methyl]phenol,MDNWOSOZYLHTCG-UHFFFAOYSA-N,MDNWOSOZYLHTCG-UHFFFAOYSA-N,Oc1ccc(Cl)cc1Cc1cc(Cl)ccc1O,,C13H10Cl2O2,269.12,269.127,268.0057849,0,17,0,1,C;Cl;H;O,4.3,40.5,2,2,2,PubChem
3038,"4,5-dichlorobenzene-1,3-disulfonamide",GJQPMPFPNINLKP-UHFFFAOYSA-N,GJQPMPFPNINLKP-UHFFFAOYSA-N,NS(=O)(=O)c1cc(Cl)c(Cl)c(S(N)(=O)=O)c1,,C6H6Cl2N2O4S2,305.2,305.164,303.9146044,0,16,0,1,C;Cl;H;N;O;S,0.3,137,2,6,2,PubChem
3039,"2,2-dichloroethenyl dimethyl phosphate",OEBRKCOSUFCWJD-UHFFFAOYSA-N,OEBRKCOSUFCWJD-UHFFFAOYSA-N,COP(=O)(OC)OC=C(Cl)Cl,,C4H7Cl2O4P,220.97,220.976,219.9459011,0,11,0,1,C;Cl;H;O;P,1.4,44.8,0,4,4,PubChem
3040,"6-[[3-(2,6-dichlorophenyl)-5-methyl-1,2-oxazole-4-carbonyl]amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylate",YFAGHNZHGGCZAX-UHFFFAOYSA-M,YFAGHNZHGGCZAX-UHFFFAOYSA-M,Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)[O-],,C19H16Cl2N3O5S-,469.3,469.326,468.0187722,-1,30,0,1,C;Cl;H;N;O;S,3.6,141,1,7,3,PubChem
3041,"6-[[3-(2,6-dichlorophenyl)-5-methyl-1,2-oxazole-4-carbonyl]amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",YFAGHNZHGGCZAX-UHFFFAOYSA-N,YFAGHNZHGGCZAX-UHFFFAOYSA-N,Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,,C19H17Cl2N3O5S,470.3,470.334,469.0265972,0,30,0,1,C;Cl;H;N;O;S,2.9,138,2,7,4,PubChem
3042,2-(diethylamino)ethyl 1-cyclohexylcyclohexane-1-carboxylate,CURUTKGFNZGFSE-UHFFFAOYSA-N,CURUTKGFNZGFSE-UHFFFAOYSA-N,CCN(CC)CCOC(=O)C1(C2CCCCC2)CCCCC1,,C19H35NO2,309.5,309.494,309.266779359,0,22,0,1,C;H;N;O,5.5,29.5,0,3,8,PubChem
3044,5-(6-aminopurin-9-yl)-2-methyloxolan-3-ol,FFHPXOJTVQDVMO-UHFFFAOYSA-N,FFHPXOJTVQDVMO-UHFFFAOYSA-N,CC1OC(n2cnc3c(N)ncnc32)CC1O,,C10H13N5O2,235.24,235.247,235.10692467,0,17,0,1,C;H;N;O,-0.1,99.1,2,6,1,PubChem
3045,"N,3,4-trihydroxybenzamide",QJMCKEPOKRERLN-UHFFFAOYSA-N,QJMCKEPOKRERLN-UHFFFAOYSA-N,O=C(NO)c1ccc(O)c(O)c1,,C7H7NO4,169.13,169.136,169.03750770,0,12,0,1,C;H;N;O,0.4,89.8,4,4,1,PubChem
3047,5-isothiocyanato-2-[2-(2-sulfo-4-thiocyanatophenyl)ethenyl]benzenesulfonic acid,NNVGVUFRTQWUNH-UHFFFAOYSA-N,NNVGVUFRTQWUNH-UHFFFAOYSA-N,N#CSc1ccc(C=Cc2ccc(N=C=S)cc2S(=O)(=O)O)c(S(=O)(=O)O)c1,,C16H10N2O6S4,454.5,454.532,453.94217074,0,28,0,1,C;H;N;O;S,3.6,219,2,10,6,PubChem
3048,"3,4,5,6,13,13-hexachloro-10-oxapentacyclo[6.3.1.13,6.02,7.09,11]tridec-4-ene",DFBKLUNHFCTMDC-UHFFFAOYSA-N,DFBKLUNHFCTMDC-UHFFFAOYSA-N,ClC1=C(Cl)C2(Cl)C3C4CC(C5OC45)C3C1(Cl)C2(Cl)Cl,,C12H8Cl6O,380.9,380.913,379.867681,0,19,0,1,C;Cl;H;O,3.7,12.5,0,1,0,PubChem
3049,"4-[4-(4-hydroxyphenyl)hexa-2,4-dien-3-yl]phenol",NFDFQCUYFHCNBW-UHFFFAOYSA-N,NFDFQCUYFHCNBW-UHFFFAOYSA-N,CC=C(C(=CC)c1ccc(O)cc1)c1ccc(O)cc1,,C18H18O2,266.3,266.34,266.130679813,0,20,0,1,C;H;O,5.4,40.5,2,2,3,PubChem
3050,1-(diethoxyphosphorylmethyl)-4-methylbenzene,QKGBKPZAXXBLJE-UHFFFAOYSA-N,QKGBKPZAXXBLJE-UHFFFAOYSA-N,CCOP(=O)(Cc1ccc(C)cc1)OCC,,C12H19O3P,242.25,242.255,242.10718146,0,16,0,1,C;H;O;P,2.1,35.5,0,3,6,PubChem
3051,ethoxycarbonyl ethyl carbonate,FFYPMLJYZAEMQB-UHFFFAOYSA-N,FFYPMLJYZAEMQB-UHFFFAOYSA-N,CCOC(=O)OC(=O)OCC,,C6H10O5,162.14,162.141,162.05282342,0,11,0,1,C;H;O,1.4,61.8,0,5,6,PubChem
3052,"N,N-diethyl-4-methylpiperazine-1-carboxamide",RCKMWOKWVGPNJF-UHFFFAOYSA-N,RCKMWOKWVGPNJF-UHFFFAOYSA-N,CCN(CC)C(=O)N1CCN(C)CC1,,C10H21N3O,199.29,199.298,199.168462302,0,14,0,1,C;H;N;O,0.3,26.8,0,2,2,PubChem
3053,2-[bis[2-[bis(carboxymethyl)amino]ethyl]amino]acetic acid,QPCDCPDFJACHGM-UHFFFAOYSA-N,QPCDCPDFJACHGM-UHFFFAOYSA-N,O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O,,C14H23N3O10,393.35,393.349,393.13834394,0,27,0,1,C;H;N;O,-8.5,196,5,13,16,PubChem
3054,4-[4-(4-hydroxyphenyl)hex-3-en-3-yl]phenol,RGLYKWWBQGJZGM-UHFFFAOYSA-N,RGLYKWWBQGJZGM-UHFFFAOYSA-N,CCC(=C(CC)c1ccc(O)cc1)c1ccc(O)cc1,,C18H20O2,268.3,268.356,268.146329876,0,20,0,1,C;H;O,5.1,40.5,2,2,4,PubChem
3055,"1,1-diphenyl-4-piperidin-1-ylbutan-1-ol",OGAKLTJNUQRZJU-UHFFFAOYSA-N,OGAKLTJNUQRZJU-UHFFFAOYSA-N,OC(CCCN1CCCCC1)(c1ccccc1)c1ccccc1,,C21H27NO,309.4,309.453,309.209264485,0,23,0,1,C;H;N;O,4.2,23.5,1,2,6,PubChem
3056,"[2-(17-acetyloxy-6,9-difluoro-11-hydroxy-10,13,16-trimethyl-3-oxo-6,7,8,11,12,14,15,16-octahydrocyclopenta[a]phenanthren-17-yl)-2-oxoethyl] acetate",BOBLHFUVNSFZPJ-UHFFFAOYSA-N,BOBLHFUVNSFZPJ-UHFFFAOYSA-N,CC(=O)OCC(=O)C1(OC(C)=O)C(C)CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,,C26H32F2O7,494.5,494.531,494.21160968,0,35,0,1,C;F;H;O,3,107,1,9,6,PubChem
3057,"[2-(6,9-difluoro-11-hydroxy-10,13,16-trimethyl-3-oxo-7,8,11,12,14,15,16,17-octahydro-6H-cyclopenta[a]phenanthren-17-yl)-2-oxoethyl] 2,2-dimethylpropanoate",UWGRWFCLGQWKPR-UHFFFAOYSA-N,UWGRWFCLGQWKPR-UHFFFAOYSA-N,CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1C(=O)COC(=O)C(C)(C)C,,C27H36F2O5,478.6,478.576,478.25308057,0,34,0,1,C;F;H;O,4.2,80.7,1,7,5,PubChem
3058,"[2-(6,9-difluoro-11-hydroxy-10,13,16-trimethyl-3-oxo-7,8,11,12,14,15,16,17-octahydro-6H-cyclopenta[a]phenanthren-17-yl)-2-oxoethyl] pentanoate",HHJIUUAMYGBVSD-UHFFFAOYSA-N,HHJIUUAMYGBVSD-UHFFFAOYSA-N,CCCCC(=O)OCC(=O)C1C(C)CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,,C27H36F2O5,478.6,478.576,478.25308057,0,34,0,1,C;F;H;O,4.2,80.7,1,7,7,PubChem
3059,"5-(2,4-difluorophenyl)-2-hydroxybenzoic acid",HUPFGZXOMWLGNK-UHFFFAOYSA-N,HUPFGZXOMWLGNK-UHFFFAOYSA-N,O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O,,C13H8F2O3,250.20,250.2,250.04415044,0,18,0,1,C;F;H;O,4.4,57.5,2,5,2,PubChem
3060,"[17-(2-acetyloxyacetyl)-6,9-difluoro-11-hydroxy-10,13-dimethyl-3-oxo-6,7,8,11,12,14,15,16-octahydrocyclopenta[a]phenanthren-17-yl] butanoate",WYQPLTPSGFELIB-UHFFFAOYSA-N,WYQPLTPSGFELIB-UHFFFAOYSA-N,CCCC(=O)OC1(C(=O)COC(C)=O)CCC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,,C27H34F2O7,508.5,508.558,508.22725974,0,36,0,1,C;F;H;O,3.4,107,1,9,8,PubChem
3061,"3-[3-[5-[5-(4,5-dihydroxy-6-methyloxan-2-yl)oxy-4-hydroxy-6-methyloxan-2-yl]oxy-4-hydroxy-6-methyloxan-2-yl]oxy-14-hydroxy-10,13-dimethyl-1,2,3,4,5,6,7,8,9,11,12,15,16,17-tetradecahydrocyclopenta[a]phenanthren-17-yl]-2H-furan-5-one",WDJUZGPOPHTGOT-UHFFFAOYSA-N,WDJUZGPOPHTGOT-UHFFFAOYSA-N,CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O,,C41H64O13,764.9,764.95,764.43469209,0,54,0,1,C;H;O,2.3,183,5,13,7,PubChem
3062,"3-[3-[5-[5-(4,5-dihydroxy-6-methyloxan-2-yl)oxy-4-hydroxy-6-methyloxan-2-yl]oxy-4-hydroxy-6-methyloxan-2-yl]oxy-12,14-dihydroxy-10,13-dimethyl-1,2,3,4,5,6,7,8,9,11,12,15,16,17-tetradecahydrocyclopenta[a]phenanthren-17-yl]-2H-furan-5-one",LTMHDMANZUZIPE-UHFFFAOYSA-N,LTMHDMANZUZIPE-UHFFFAOYSA-N,CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O,,C41H64O14,780.9,780.949,780.42960671,0,55,0,1,C;H;O,1.3,203,6,14,7,PubChem
3063,"9-methoxy-3-methyl-2,4,4a,5,6,7,7a,13-octahydro-1H-4,12-methanobenzofuro[3,2-e]isoquinolin-7-ol",RBOXVHNMENFORY-UHFFFAOYSA-N,RBOXVHNMENFORY-UHFFFAOYSA-N,COc1ccc2c3c1OC1C(O)CCC4C(C2)N(C)CCC341,,C18H23NO3,301.4,301.386,301.16779360,0,22,0,1,C;H;N;O,2.2,41.9,1,4,1,PubChem
3064,"19-benzyl-6,15-dihydroxy-10,17-dimethyl-16-methylidene-2-oxa-20-azatricyclo[12.7.0.01,18]henicos-12-ene-3,21-dione",WIULKAASLBZREV-UHFFFAOYSA-N,WIULKAASLBZREV-UHFFFAOYSA-N,C=C1C(C)C2C(Cc3ccccc3)NC(=O)C23OC(=O)CCC(O)CCCC(C)CC=CC3C1O,,C29H39NO5,481.6,481.633,481.28282334,0,35,0,1,C;H;N;O,3.4,95.9,3,5,2,PubChem
3065,"N-(7-benzyl-2-hydroxy-5,8-dioxo-4-propan-2-yl-3-oxa-6,9-diazatricyclo[7.3.0.02,6]dodecan-4-yl)-7-methyl-6,6a,8,9,10,10a-hexahydro-4H-indolo[4,3-fg]quinoline-9-carboxamide",DEQITUUQPICUMR-UHFFFAOYSA-N,DEQITUUQPICUMR-UHFFFAOYSA-N,CC(C)C1(NC(=O)C2CC3c4cccc5[nH]cc(c45)CC3N(C)C2)OC2(O)C3CCCN3C(=O)C(Cc3ccccc3)N2C1=O,,C35H41N5O5,611.7,611.743,611.31076943,0,45,0,1,C;H;N;O,3.3,118,3,6,5,PubChem
3066,"N-(7-benzyl-2-hydroxy-4-methyl-5,8-dioxo-3-oxa-6,9-diazatricyclo[7.3.0.02,6]dodecan-4-yl)-7-methyl-6,6a,8,9,10,10a-hexahydro-4H-indolo[4,3-fg]quinoline-9-carboxamide",LUZRJRNZXALNLM-UHFFFAOYSA-N,LUZRJRNZXALNLM-UHFFFAOYSA-N,CN1CC(C(=O)NC2(C)OC3(O)C4CCCN4C(=O)C(Cc4ccccc4)N3C2=O)CC2c3cccc4[nH]cc(c34)CC21,,C33H37N5O5,583.7,583.689,583.27946930,0,43,0,1,C;H;N;O,2.4,118,3,6,4,PubChem
3067,"N-[2-hydroxy-5,8-dioxo-4,7-di(propan-2-yl)-3-oxa-6,9-diazatricyclo[7.3.0.02,6]dodecan-4-yl]-7-methyl-6,6a,8,9-tetrahydro-4H-indolo[4,3-fg]quinoline-9-carboxamide",UJYGDMFEEDNVBF-UHFFFAOYSA-N,UJYGDMFEEDNVBF-UHFFFAOYSA-N,CC(C)C1C(=O)N2CCCC2C2(O)OC(NC(=O)C3C=C4c5cccc6[nH]cc(c56)CC4N(C)C3)(C(C)C)C(=O)N12,,C31H39N5O5,561.7,561.683,561.29511936,0,41,0,1,C;H;N;O,2.4,118,3,6,4,PubChem
3068,"4-[1,5,11,14-tetrahydroxy-10-(hydroxymethyl)-13-methyl-3-(3,4,5-trihydroxy-6-methyloxan-2-yl)oxy-2,3,4,6,7,8,9,11,12,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-17-yl]oxolan-2-one",ZTFGOPUOTATSAL-UHFFFAOYSA-N,ZTFGOPUOTATSAL-UHFFFAOYSA-N,CC1OC(OC2CC(O)C3(CO)C4C(O)CC5(C)C(C6COC(=O)C6)CCC5(O)C4CCC3(O)C2)C(O)C(O)C1O,,C29H46O12,586.7,586.675,586.29892690,0,41,0,1,C;H;O,-1.2,207,8,12,4,PubChem
3069,"2-[3-(diaminomethylideneamino)-4-[3-[4,5-dihydroxy-6-(hydroxymethyl)-3-(methylamino)oxan-2-yl]oxy-4-hydroxy-4-(hydroxymethyl)-5-methyloxolan-2-yl]oxy-2,5,6-trihydroxycyclohexyl]guanidine",ASXBYYWOLISCLQ-UHFFFAOYSA-N,ASXBYYWOLISCLQ-UHFFFAOYSA-N,CNC1C(OC2C(OC3C(O)C(O)C(N=C(N)N)C(O)C3N=C(N)N)OC(C)C2(O)CO)OC(CO)C(O)C1O,,C21H41N7O12,583.6,583.596,583.28131977,0,40,0,1,C;H;N;O,-8.2,340,13,15,9,PubChem
3070,"3-[2-[1-(5,6-dimethylhept-3-en-2-yl)-7a-methyl-2,3,3a,5,6,7-hexahydro-1H-inden-4-ylidene]ethylidene]-4-methylcyclohexan-1-ol",ILYCWAKSDCYMBB-UHFFFAOYSA-N,ILYCWAKSDCYMBB-UHFFFAOYSA-N,CC1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)C=CC(C)C(C)C,,C28H46O,398.7,398.675,398.354866087,0,29,0,1,C;H;O,7.7,20.2,1,1,5,PubChem
3071,3-(1H-indol-3-ylmethyl)-1H-indole,VFTRKSBEFQDZKX-UHFFFAOYSA-N,VFTRKSBEFQDZKX-UHFFFAOYSA-N,c1ccc2c(Cc3c[nH]c4ccccc34)c[nH]c2c1,,C17H14N2,246.31,246.313,246.115698455,0,19,0,1,C;H;N,4.3,31.6,2,0,2,PubChem
